Weight,Height,BMI,Age,Gender,BMIcase,Exercise Recommendation Plan
92.08519020069818,1.7602495143340122,29.71948799321624,59,Female,over weight,5
61.08912444471096,1.595498707757723,23.997775552178616,25,Female,normal,4
82.45403663089465,1.816538312922449,24.98749945937673,50,Female,normal,4
101.71330612932992,1.7906964553733635,31.72004707263985,62,Female,obese,6
99.60952715984465,1.9697256324734556,25.67375576901369,57,Male,over weight,5
99.0412481802722,1.852777770457074,28.851569415284683,46,Male,over weight,5
62.3473366461529,1.5432593143113795,26.17821874644839,35,Female,over weight,5
89.72590622451526,1.825479895276209,26.925498020073658,24,Male,over weight,5
62.038769083754026,1.4759921910847045,28.47705360415278,19,Female,over weight,5
67.6756124682846,1.5360754211274583,28.681847000874825,38,Female,over weight,5
107.9969222599034,1.9453914422460528,28.53628125558835,34,Male,over weight,5
82.82628327597693,1.9619068025472304,21.51847189897348,22,Male,normal,4
70.47653237437176,1.4345029949354824,34.24850423643655,65,Female,obese,6
73.34722537953101,1.846975336857931,21.501140508735705,46,Male,normal,4
83.73327443551094,1.6192563115612308,31.934996861044617,32,Female,obese,6
81.76374637567586,1.6748494208094356,29.14803266893338,55,Female,over weight,5
78.6203419112259,1.9085091991706409,21.5847196837388,48,Male,normal,4
107.59384589110743,1.7550713272260978,34.92994397863574,37,Female,severe obese,7
92.79091691779864,1.8232449735063767,27.91357207861472,35,Female,severe obese,7
79.3926887416147,1.5685327823806208,32.269579809180364,52,Female,obese,6
79.17277464708741,1.7687471113787216,25.307216361353277,27,Male,over weight,5
90.94434370821196,1.7811806294488808,28.665516164837044,23,Male,over weight,5
103.99803837311704,1.816384463371767,31.521697045373717,54,Female,severe obese,7
70.92278162155696,1.6674506571918748,25.508197916962413,44,Female,over weight,5
95.54377862966795,1.6822885012539095,33.75992399005958,42,Female,obese,6
93.4635742869198,1.7149442186196795,31.77915817342928,40,Female,obese,6
75.53521252999667,1.6590771298261298,27.442034258189317,46,Female,over weight,5
75.85228737048531,1.9304486662812212,20.35411231608766,43,Male,normal,4
90.16907158237264,1.7283643919661391,30.184707890454128,49,Male,obese,6
95.9933866046164,1.742054965362842,31.631341151018724,64,Male,obese,6
85.85827470582092,1.9085391597543897,23.57110848033274,41,Male,normal,4
97.39804515944203,1.9458664324519448,25.72315222992953,27,Male,over weight,5
69.95417071451725,1.4639392072612516,32.64130609283444,41,Female,obese,6
106.71503729011128,1.7968205392958838,33.053405669841005,52,Male,obese,6
55.683024913674,1.4790925698242825,25.4525974534302,45,Female,over weight,5
65.54053724842764,1.564827996004981,26.76558760954632,54,Female,over weight,5
83.51422702451748,1.6186869827550103,31.87386415844647,38,Female,severe obese,7
95.86073216869931,1.7961113035354228,29.71489839952282,36,Female,over weight,5
71.56513974481476,1.5011282100419954,31.75893647424072,61,Female,obese,6
50.23352306823919,1.8034279821829515,15.445288685730183,58,Male,severe thinness,1
63.529491180595656,1.8270019375279791,19.032566730791206,41,Female,normal,4
58.13286102204924,1.829761919454482,17.363310337385272,65,Female,moderate thinness,3
74.61466628819433,1.750529237234382,24.349242980282547,55,Male,normal,4
89.71598685471423,1.6104882234583748,34.59033210772717,46,Female,severe obese,7
90.2466717676997,1.6487060159758635,33.200509547280184,65,Female,severe obese,7
96.2956710328852,1.8153370947750915,29.220806579576365,42,Male,over weight,5
63.04900537560143,1.6271090731378657,23.81468855049516,27,Female,normal,4
75.13442245843532,1.6109620391132655,28.951317949398103,56,Female,over weight,5
54.43046227537205,1.4019628324991649,27.692937300993588,22,Female,over weight,5
67.96557741445511,1.7991783748009025,20.99619347114356,29,Male,normal,4
72.87722610726534,1.814256499625424,22.14085861532965,49,Male,normal,4
100.43865782264096,1.7976757951819196,31.07979594232304,32,Female,severe obese,7
68.95487349103651,1.647120302543011,25.416416885926907,40,Female,over weight,5
59.733732714450746,1.9108201922023824,16.359876105743705,54,Male,mild thinness,2
86.1271120029133,1.6680915320625327,30.952813386803413,38,Female,severe obese,7
57.98265020396804,1.542503494591676,24.36945117137312,65,Female,normal,4
69.64438039669199,1.9480884768437048,18.351379824692945,48,Male,moderate thinness,3
59.56960814879204,1.402599152840181,30.280120478239333,43,Female,obese,6
94.00141137602289,1.710190206256711,32.13997571408546,19,Female,severe obese,7
58.58150873874088,1.396166368248184,30.05288766929616,63,Female,obese,6
85.45909463081271,1.7731052057489218,27.182492555513143,62,Male,over weight,5
63.19690170160814,1.6742696036564375,22.544728087608014,60,Female,normal,4
65.7926541963798,1.8464630739887675,19.29728242892069,27,Male,normal,4
83.55031234702165,1.7281374154030058,27.976380858683857,55,Male,over weight,5
53.26887789852249,1.9770478804895424,13.628221200318608,65,Male,severe thinness,1
105.7346006921856,1.8179656796748072,31.992322507389996,20,Female,severe obese,7
88.82961783072872,1.6425408195744344,32.92497479765399,58,Female,obese,6
66.38289304932843,1.5917656869131829,26.199795318986915,63,Female,over weight,5
90.7706711228976,1.812226486406576,27.638890128684537,56,Female,severe obese,7
81.98351434800747,1.797633170593269,25.37022883957289,30,Female,over weight,5
96.94983248277464,1.7792046417890446,30.62635111201153,30,Female,severe obese,7
60.31451425502697,1.464464852680786,28.123147750364407,65,Female,over weight,5
90.45969686847288,1.7555155186847655,29.352546326288056,21,Male,over weight,5
74.66153087255,1.7687760583657866,23.86443673333765,64,Male,normal,4
69.27080233839281,1.5602181242931803,28.45637535379547,64,Female,over weight,5
88.68304377839117,1.727818061817854,29.706026992085985,51,Male,over weight,5
64.77652480456342,1.5653287441868429,26.436656264599304,64,Female,over weight,5
101.31239629977686,1.821013580605795,30.551758915780752,48,Female,severe obese,7
54.565289979700026,1.845019100656966,16.02930654313579,61,Male,mild thinness,2
78.32002015234474,1.8437299251599857,23.039772220923965,51,Male,normal,4
97.75390086564478,1.8142717643266055,29.69815117204304,60,Female,severe obese,7
100.31415105901984,1.9604709899283468,26.10005134653708,62,Male,over weight,5
106.79647655923986,1.789535789841349,33.34848796966663,50,Female,severe obese,7
62.72819112551472,1.6344880589069426,23.480063110951207,36,Female,normal,4
108.96159785415504,1.8137306787839291,33.122862762180134,44,Female,severe obese,7
71.6584567967425,1.9626207902102228,18.6035001050875,41,Male,normal,4
53.05612728462456,1.774224344620594,16.85460109639515,64,Male,mild thinness,2
95.31702550739172,1.970015756768623,24.560153769994702,26,Male,normal,4
101.61800121817832,1.7988371190642658,31.40414449443548,38,Female,severe obese,7
91.93419368445218,1.6930104594750943,32.074344463070176,64,Female,severe obese,7
95.62469997642852,1.8226430969750744,28.785038547698147,33,Female,severe obese,7
50.86026079508153,1.8830257989940136,14.343860149680872,62,Male,severe thinness,1
53.30093996754656,1.9171949873240888,14.501145103932592,20,Male,severe thinness,1
83.95020902550888,1.7371978760025415,27.817827033006974,57,Female,severe obese,7
78.49331389090565,1.802542906960622,24.158025886474583,25,Male,normal,4
64.67991228864747,1.8519824975788317,18.85800151480844,37,Male,normal,4
69.85101592305583,1.6163893158662053,26.73503670222052,42,Female,over weight,5
58.707584382612026,1.6655634441195324,21.16273775650237,21,Female,normal,4
83.23653917307972,1.6348358964688885,31.14337567821132,24,Female,severe obese,7
107.41597415195952,1.7757458446708785,34.06491089313551,55,Female,severe obese,7
82.24963517200428,1.5365159125796226,34.838532717149995,37,Female,obese,6
90.27242754695794,1.6440313981737678,33.3991109318453,47,Female,severe obese,7
51.47806723247312,1.7139620521214904,17.52345865815653,29,Male,moderate thinness,3
93.41034359482664,1.96812708895096,24.115079149917666,23,Male,normal,4
105.41368563665348,1.7359073294524618,34.98194272123108,34,Female,obese,6
78.51228499903387,1.687032069101861,27.58614029828436,63,Female,over weight,5
97.30754560505888,1.7644149626091497,31.25683890170841,30,Female,obese,6
97.47846653495988,1.7423406582293683,32.11016566250891,43,Female,obese,6
66.81205156322522,1.7012673282405244,23.08392656979208,42,Female,normal,4
91.73607063064038,1.7357445183924096,30.44868414223964,42,Male,obese,6
92.9563201192984,1.862576259970736,26.794817070337043,36,Male,over weight,5
106.0074375617666,1.752710445209421,34.50769788246842,63,Female,obese,6
62.46658060488557,1.799153490115383,19.297955571881587,34,Male,normal,4
52.38536627943105,1.8649382754796864,15.061945092893357,31,Male,severe thinness,1
96.33433053656236,1.852698119260192,28.06543399236816,28,Male,over weight,5
106.91647260082856,1.791994679080544,33.29439981575103,34,Female,severe obese,7
95.00785654984684,1.90097689523581,26.29092361310065,26,Male,over weight,5
51.78574148907643,1.935099356150668,13.829410313072865,35,Male,severe thinness,1
105.89346631350364,1.7720800655489264,33.721158337404134,57,Male,obese,6
53.47297625449324,1.7415312410217008,17.630791843183594,47,Female,moderate thinness,3
58.025426662881685,1.667868682363613,20.85905525473771,54,Female,normal,4
66.09806552952197,1.793133492334517,20.55717838371521,29,Male,normal,4
95.27212349872278,1.7395944040479314,31.482545617469253,28,Female,obese,6
51.69081359240127,1.722394456152519,17.42401073250979,37,Male,moderate thinness,3
109.58146441122555,1.86350998015556,31.555397399844413,21,Male,obese,6
105.8757364385175,1.92750097752782,28.49753070175382,51,Male,over weight,5
66.11453210961977,1.8953064957358252,18.40509344195052,28,Male,moderate thinness,3
99.02791201974551,1.8044513721619264,30.413559851403743,55,Male,obese,6
103.36130907357878,1.738031346429496,34.21706786426275,51,Female,obese,6
103.12342725686251,1.7554176979247236,33.46542871997912,65,Male,obese,6
97.0835789098306,1.714506786626266,33.02686572664258,65,Female,severe obese,7
67.98750164833035,1.4069706799929236,34.34464153744909,55,Female,obese,6
60.493008103610464,1.7788945393589677,19.116341356769897,47,Male,normal,4
94.99008940025828,1.9155794141155216,25.88677648972908,27,Male,over weight,5
105.58160720345484,1.8053040606993296,32.39571358653214,19,Female,severe obese,7
95.726319072592,1.8672322154595071,27.45583752324344,53,Male,over weight,5
52.43905641892443,1.4262736404224408,25.77799627867886,18,Female,over weight,5
67.1046722907352,1.876819331427534,19.050563385302866,37,Male,normal,4
104.99591957434896,1.858554899251961,30.39636377123896,49,Male,obese,6
